snapshot_position,bidding_zone,day_ahead_price_eur_per_mwh,ets_price_eur_per_tco2,low_price_threshold_eur_per_mwh,low_price_exception,ppa_additionality_ok,geographical_correlation_ok,temporal_correlation_ok,rfnbo_eligible
1095,12,,,,0,0,0,0,0
1095,13,,,,0,0,0,0,0
1095,14,,,,0,0,0,0,0
1095,15,,,,0,0,0,0,0
1096,11,,,,0,0,0,0,0
1096,12,,,,0,0,0,0,0
1096,13,,,,0,0,0,0,0
1096,14,,,,0,0,0,0,0
1096,15,,,,0,0,0,0,0
1097,11,,,,0,0,0,0,0
1097,12,,,,0,0,0,0,0
1097,13,,,,0,0,0,0,0
1097,14,,,,0,0,0,0,0
1097,15,,,,0,0,0,0,0
1098,11,,,,0,0,0,0,0
1098,12,,,,0,0,0,0,0
1098,13,,,,0,0,0,0,0
1098,14,,,,0,0,0,0,0
1098,15,,,,0,0,0,0,0
1099,11,,,,0,0,0,0,0
1099,12,,,,0,0,0,0,0
1099,13,,,,0,0,0,0,0
1099,14,,,,0,0,0,0,0
1099,15,,,,0,0,0,0,0
1100,11,,,,0,0,0,0,0
1100,12,,,,0,0,0,0,0
1100,13,,,,0,0,0,0,0
1100,14,,,,0,0,0,0,0
1100,15,,,,0,0,0,0,0
1101,11,,,,0,0,0,0,0
1101,12,,,,0,0,0,0,0
1101,13,,,,0,0,0,0,0
1101,14,,,,0,0,0,0,0
1101,15,,,,0,0,0,0,0
1102,11,,,,0,0,0,0,0
1102,12,,,,0,0,0,0,0
1102,13,,,,0,0,0,0,0
1102,14,,,,0,0,0,0,0
1102,15,,,,0,0,0,0,0
1103,11,,,,0,0,0,0,0
1103,12,,,,0,0,0,0,0
1103,13,,,,0,0,0,0,0
1103,14,,,,0,0,0,0,0
1103,15,,,,0,0,0,0,0
1104,11,,,,0,0,0,0,0
1104,12,,,,0,0,0,0,0
1104,13,,,,0,0,0,0,0
1104,14,,,,0,0,0,0,0
1104,15,,,,0,0,0,0,0
1105,11,,,,0,0,0,0,0
1105,12,,,,0,0,0,0,0
1105,13,,,,0,0,0,0,0
1105,14,,,,0,0,0,0,0
1105,15,,,,0,0,0,0,0
1106,11,,,,0,0,0,0,0
1106,12,,,,0,0,0,0,0
1106,13,,,,0,0,0,0,0
1106,14,,,,0,0,0,0,0
1106,15,,,,0,0,0,0,0
1107,11,,,,0,0,0,0,0
1107,12,,,,0,0,0,0,0
1107,13,,,,0,0,0,0,0
1107,14,,,,0,0,0,0,0
1107,15,,,,0,0,0,0,0
1108,11,,,,0,0,0,0,0
1108,12,,,,0,0,0,0,0
1108,13,,,,0,0,0,0,0
1108,14,,,,0,0,0,0,0
1108,15,,,,0,0,0,0,0
1109,11,,,,0,0,0,0,0
1109,12,,,,0,0,0,0,0
1109,13,,,,0,0,0,0,0
1109,14,,,,0,0,0,0,0
1109,15,,,,0,0,0,0,0
1110,11,,,,0,0,0,0,0
1110,12,,,,0,0,0,0,0
1110,13,,,,0,0,0,0,0
1110,14,,,,0,0,0,0,0
1110,15,,,,0,0,0,0,0
1111,11,,,,0,0,0,0,0
1111,12,,,,0,0,0,0,0
1111,13,,,,0,0,0,0,0
1111,14,,,,0,0,0,0,0
1111,15,,,,0,0,0,0,0
1112,11,,,,0,0,0,0,0
1112,12,,,,0,0,0,0,0
1112,13,,,,0,0,0,0,0
1112,14,,,,0,0,0,0,0
1112,15,,,,0,0,0,0,0
1113,11,,,,0,0,0,0,0
1113,12,,,,0,0,0,0,0
1113,13,,,,0,0,0,0,0
1113,14,,,,0,0,0,0,0
1113,15,,,,0,0,0,0,0
1114,11,,,,0,0,0,0,0
1114,12,,,,0,0,0,0,0
1114,13,,,,0,0,0,0,0
1114,14,,,,0,0,0,0,0
1114,15,,,,0,0,0,0,0
1115,11,,,,0,0,0,0,0
1115,12,,,,0,0,0,0,0
1115,13,,,,0,0,0,0,0
1115,14,,,,0,0,0,0,0
1115,15,,,,0,0,0,0,0
1116,11,,,,0,0,0,0,0
1116,12,,,,0,0,0,0,0
1116,13,,,,0,0,0,0,0
1116,14,,,,0,0,0,0,0
1116,15,,,,0,0,0,0,0
1117,11,,,,0,0,0,0,0
1117,12,,,,0,0,0,0,0
1117,13,,,,0,0,0,0,0
1117,14,,,,0,0,0,0,0
1117,15,,,,0,0,0,0,0
1118,11,,,,0,0,0,0,0
1118,12,,,,0,0,0,0,0
1118,13,,,,0,0,0,0,0
1118,14,,,,0,0,0,0,0
1118,15,,,,0,0,0,0,0
1119,11,,,,0,0,0,0,0
1119,12,,,,0,0,0,0,0
1119,13,,,,0,0,0,0,0
1119,14,,,,0,0,0,0,0
1119,15,,,,0,0,0,0,0
1120,11,,,,0,0,0,0,0
1120,12,,,,0,0,0,0,0
1120,13,,,,0,0,0,0,0
1120,14,,,,0,0,0,0,0
1120,15,,,,0,0,0,0,0
1121,11,,,,0,0,0,0,0
1121,12,,,,0,0,0,0,0
1121,13,,,,0,0,0,0,0
1121,14,,,,0,0,0,0,0
1121,15,,,,0,0,0,0,0
1122,11,,,,0,0,0,0,0
1122,12,,,,0,0,0,0,0
1122,13,,,,0,0,0,0,0
1122,14,,,,0,0,0,0,0
1122,15,,,,0,0,0,0,0
1123,11,,,,0,0,0,0,0
1123,12,,,,0,0,0,0,0
1123,13,,,,0,0,0,0,0
1123,14,,,,0,0,0,0,0
1123,15,,,,0,0,0,0,0
1124,11,,,,0,0,0,0,0
1124,12,,,,0,0,0,0,0
1124,13,,,,0,0,0,0,0
1124,14,,,,0,0,0,0,0
1124,15,,,,0,0,0,0,0
1125,11,,,,0,0,0,0,0
1125,12,,,,0,0,0,0,0
1125,13,,,,0,0,0,0,0
1125,14,,,,0,0,0,0,0
1125,15,,,,0,0,0,0,0
1126,11,,,,0,0,0,0,0
1126,12,,,,0,0,0,0,0
1126,13,,,,0,0,0,0,0
1126,14,,,,0,0,0,0,0
1126,15,,,,0,0,0,0,0
1127,11,,,,0,0,0,0,0
1127,12,,,,0,0,0,0,0
1127,13,,,,0,0,0,0,0
1127,14,,,,0,0,0,0,0
1127,15,,,,0,0,0,0,0
1128,11,,,,0,0,0,0,0
1128,12,,,,0,0,0,0,0
1128,13,,,,0,0,0,0,0
1128,14,,,,0,0,0,0,0
1128,15,,,,0,0,0,0,0
1129,11,,,,0,0,0,0,0
1129,12,,,,0,0,0,0,0
1129,13,,,,0,0,0,0,0
1129,14,,,,0,0,0,0,0
1129,15,,,,0,0,0,0,0
1130,11,,,,0,0,0,0,0
1130,12,,,,0,0,0,0,0
1130,13,,,,0,0,0,0,0
1130,14,,,,0,0,0,0,0
1130,15,,,,0,0,0,0,0
1131,11,,,,0,0,0,0,0
1131,12,,,,0,0,0,0,0
1131,13,,,,0,0,0,0,0
1131,14,,,,0,0,0,0,0
1131,15,,,,0,0,0,0,0
1132,11,,,,0,0,0,0,0
1132,12,,,,0,0,0,0,0
1132,13,,,,0,0,0,0,0
1132,14,,,,0,0,0,0,0
1132,15,,,,0,0,0,0,0
1133,11,,,,0,0,0,0,0
1133,12,,,,0,0,0,0,0
1133,13,,,,0,0,0,0,0
1133,14,,,,0,0,0,0,0
1133,15,,,,0,0,0,0,0
1134,11,,,,0,0,0,0,0
1134,12,,,,0,0,0,0,0
1134,13,,,,0,0,0,0,0
1134,14,,,,0,0,0,0,0
1134,15,,,,0,0,0,0,0
1135,11,,,,0,0,0,0,0
1135,12,,,,0,0,0,0,0
1135,13,,,,0,0,0,0,0
1135,14,,,,0,0,0,0,0
1135,15,,,,0,0,0,0,0
1136,11,,,,0,0,0,0,0
1136,12,,,,0,0,0,0,0
1136,13,,,,0,0,0,0,0
1136,14,,,,0,0,0,0,0
1136,15,,,,0,0,0,0,0
1137,11,,,,0,0,0,0,0
1137,12,,,,0,0,0,0,0
1137,13,,,,0,0,0,0,0
1137,14,,,,0,0,0,0,0
1137,15,,,,0,0,0,0,0
1138,11,,,,0,0,0,0,0
1138,12,,,,0,0,0,0,0
1138,13,,,,0,0,0,0,0
1138,14,,,,0,0,0,0,0
1138,15,,,,0,0,0,0,0
1139,11,,,,0,0,0,0,0
1139,12,,,,0,0,0,0,0
1139,13,,,,0,0,0,0,0
1139,14,,,,0,0,0,0,0
1139,15,,,,0,0,0,0,0
1140,11,,,,0,0,0,0,0
1140,12,,,,0,0,0,0,0
1140,13,,,,0,0,0,0,0
1140,14,,,,0,0,0,0,0
1140,15,,,,0,0,0,0,0
1141,11,,,,0,0,0,0,0
1141,12,,,,0,0,0,0,0
1141,13,,,,0,0,0,0,0
1141,14,,,,0,0,0,0,0
1141,15,,,,0,0,0,0,0
1142,11,,,,0,0,0,0,0
1142,12,,,,0,0,0,0,0
1142,13,,,,0,0,0,0,0
1142,14,,,,0,0,0,0,0
1142,15,,,,0,0,0,0,0
1143,11,,,,0,0,0,0,0
1143,12,,,,0,0,0,0,0
1143,13,,,,0,0,0,0,0
1143,14,,,,0,0,0,0,0
1143,15,,,,0,0,0,0,0
1144,11,,,,0,0,0,0,0
1144,12,,,,0,0,0,0,0
1144,13,,,,0,0,0,0,0
1144,14,,,,0,0,0,0,0
1144,15,,,,0,0,0,0,0
1145,11,,,,0,0,0,0,0
1145,12,,,,0,0,0,0,0
1145,13,,,,0,0,0,0,0
1145,14,,,,0,0,0,0,0
1145,15,,,,0,0,0,0,0
1146,11,,,,0,0,0,0,0
1146,12,,,,0,0,0,0,0
1146,13,,,,0,0,0,0,0
1146,14,,,,0,0,0,0,0
1146,15,,,,0,0,0,0,0
1147,11,,,,0,0,0,0,0
1147,12,,,,0,0,0,0,0
1147,13,,,,0,0,0,0,0
1147,14,,,,0,0,0,0,0
1147,15,,,,0,0,0,0,0
1148,11,,,,0,0,0,0,0
1148,12,,,,0,0,0,0,0
1148,13,,,,0,0,0,0,0
1148,14,,,,0,0,0,0,0
1148,15,,,,0,0,0,0,0
1149,11,,,,0,0,0,0,0
1149,12,,,,0,0,0,0,0
1149,13,,,,0,0,0,0,0
1149,14,,,,0,0,0,0,0
1149,15,,,,0,0,0,0,0
1150,11,,,,0,0,0,0,0
1150,12,,,,0,0,0,0,0
1150,13,,,,0,0,0,0,0
1150,14,,,,0,0,0,0,0
1150,15,,,,0,0,0,0,0
1151,11,,,,0,0,0,0,0
1151,12,,,,0,0,0,0,0
1151,13,,,,0,0,0,0,0
1151,14,,,,0,0,0,0,0
1151,15,,,,0,0,0,0,0
1152,11,,,,0,0,0,0,0
1152,12,,,,0,0,0,0,0
1152,13,,,,0,0,0,0,0
1152,14,,,,0,0,0,0,0
1152,15,,,,0,0,0,0,0
1153,11,,,,0,0,0,0,0
1153,12,,,,0,0,0,0,0
1153,13,,,,0,0,0,0,0
1153,14,,,,0,0,0,0,0
1153,15,,,,0,0,0,0,0
1154,11,,,,0,0,0,0,0
1154,12,,,,0,0,0,0,0
1154,13,,,,0,0,0,0,0
1154,14,,,,0,0,0,0,0
1154,15,,,,0,0,0,0,0
1155,11,,,,0,0,0,0,0
1155,12,,,,0,0,0,0,0
1155,13,,,,0,0,0,0,0
1155,14,,,,0,0,0,0,0
1155,15,,,,0,0,0,0,0
1156,11,,,,0,0,0,0,0
1156,12,,,,0,0,0,0,0
1156,13,,,,0,0,0,0,0
1156,14,,,,0,0,0,0,0
1156,15,,,,0,0,0,0,0
1157,11,,,,0,0,0,0,0
1157,12,,,,0,0,0,0,0
1157,13,,,,0,0,0,0,0
1157,14,,,,0,0,0,0,0
1157,15,,,,0,0,0,0,0
1158,11,,,,0,0,0,0,0
1158,12,,,,0,0,0,0,0
1158,13,,,,0,0,0,0,0
1158,14,,,,0,0,0,0,0
1158,15,,,,0,0,0,0,0
1159,11,,,,0,0,0,0,0
1159,12,,,,0,0,0,0,0
1159,13,,,,0,0,0,0,0
1159,14,,,,0,0,0,0,0
1159,15,,,,0,0,0,0,0
1160,11,,,,0,0,0,0,0
1160,12,,,,0,0,0,0,0
1160,13,,,,0,0,0,0,0
1160,14,,,,0,0,0,0,0
1160,15,,,,0,0,0,0,0
1161,11,,,,0,0,0,0,0
1161,12,,,,0,0,0,0,0
1161,13,,,,0,0,0,0,0
1161,14,,,,0,0,0,0,0
1161,15,,,,0,0,0,0,0
1162,11,,,,0,0,0,0,0
1162,12,,,,0,0,0,0,0
1162,13,,,,0,0,0,0,0
1162,14,,,,0,0,0,0,0
1162,15,,,,0,0,0,0,0
1163,11,,,,0,0,0,0,0
1163,12,,,,0,0,0,0,0
1163,13,,,,0,0,0,0,0
1163,14,,,,0,0,0,0,0
1163,15,,,,0,0,0,0,0
1164,11,,,,0,0,0,0,0
1164,12,,,,0,0,0,0,0
1164,13,,,,0,0,0,0,0
1164,14,,,,0,0,0,0,0
1164,15,,,,0,0,0,0,0
1165,11,,,,0,0,0,0,0
1165,12,,,,0,0,0,0,0
1165,13,,,,0,0,0,0,0
1165,14,,,,0,0,0,0,0
1165,15,,,,0,0,0,0,0
1166,11,,,,0,0,0,0,0
1166,12,,,,0,0,0,0,0
1166,13,,,,0,0,0,0,0
1166,14,,,,0,0,0,0,0
1166,15,,,,0,0,0,0,0
1167,11,,,,0,0,0,0,0
1167,12,,,,0,0,0,0,0
1167,13,,,,0,0,0,0,0
1167,14,,,,0,0,0,0,0
1167,15,,,,0,0,0,0,0
1168,11,,,,0,0,0,0,0
1168,12,,,,0,0,0,0,0
1168,13,,,,0,0,0,0,0
1168,14,,,,0,0,0,0,0
1168,15,,,,0,0,0,0,0
1169,11,,,,0,0,0,0,0
1169,12,,,,0,0,0,0,0
1169,13,,,,0,0,0,0,0
1169,14,,,,0,0,0,0,0
1169,15,,,,0,0,0,0,0
1170,11,,,,0,0,0,0,0
1170,12,,,,0,0,0,0,0
1170,13,,,,0,0,0,0,0
1170,14,,,,0,0,0,0,0
1170,15,,,,0,0,0,0,0
1171,11,,,,0,0,0,0,0
1171,12,,,,0,0,0,0,0
1171,13,,,,0,0,0,0,0
1171,14,,,,0,0,0,0,0
1171,15,,,,0,0,0,0,0
1172,11,,,,0,0,0,0,0
1172,12,,,,0,0,0,0,0
1172,13,,,,0,0,0,0,0
1172,14,,,,0,0,0,0,0
1172,15,,,,0,0,0,0,0
1173,11,,,,0,0,0,0,0
1173,12,,,,0,0,0,0,0
1173,13,,,,0,0,0,0,0
1173,14,,,,0,0,0,0,0
1173,15,,,,0,0,0,0,0
1174,11,,,,0,0,0,0,0
1174,12,,,,0,0,0,0,0
1174,13,,,,0,0,0,0,0
1174,14,,,,0,0,0,0,0
1174,15,,,,0,0,0,0,0
1175,11,,,,0,0,0,0,0
1175,12,,,,0,0,0,0,0
1175,13,,,,0,0,0,0,0
1175,14,,,,0,0,0,0,0
1175,15,,,,0,0,0,0,0
1176,11,,,,0,0,0,0,0
1176,12,,,,0,0,0,0,0
1176,13,,,,0,0,0,0,0
1176,14,,,,0,0,0,0,0
1176,15,,,,0,0,0,0,0
1177,11,,,,0,0,0,0,0
1177,12,,,,0,0,0,0,0
1177,13,,,,0,0,0,0,0
1177,14,,,,0,0,0,0,0
1177,15,,,,0,0,0,0,0
1178,11,,,,0,0,0,0,0
1178,12,,,,0,0,0,0,0
1178,13,,,,0,0,0,0,0
1178,14,,,,0,0,0,0,0
1178,15,,,,0,0,0,0,0
1179,11,,,,0,0,0,0,0
1179,12,,,,0,0,0,0,0
1179,13,,,,0,0,0,0,0
1179,14,,,,0,0,0,0,0
1179,15,,,,0,0,0,0,0
1180,11,,,,0,0,0,0,0
1180,12,,,,0,0,0,0,0
1180,13,,,,0,0,0,0,0
1180,14,,,,0,0,0,0,0
1180,15,,,,0,0,0,0,0
1181,11,,,,0,0,0,0,0
1181,12,,,,0,0,0,0,0
1181,13,,,,0,0,0,0,0
1181,14,,,,0,0,0,0,0
1181,15,,,,0,0,0,0,0
1182,11,,,,0,0,0,0,0
1182,12,,,,0,0,0,0,0
1182,13,,,,0,0,0,0,0
1182,14,,,,0,0,0,0,0
1182,15,,,,0,0,0,0,0
1183,11,,,,0,0,0,0,0
1183,12,,,,0,0,0,0,0
1183,13,,,,0,0,0,0,0
1183,14,,,,0,0,0,0,0
1183,15,,,,0,0,0,0,0
1184,11,,,,0,0,0,0,0
1184,12,,,,0,0,0,0,0
1184,13,,,,0,0,0,0,0
1184,14,,,,0,0,0,0,0
1184,15,,,,0,0,0,0,0
1185,11,,,,0,0,0,0,0
1185,12,,,,0,0,0,0,0
1185,13,,,,0,0,0,0,0
1185,14,,,,0,0,0,0,0
1185,15,,,,0,0,0,0,0
1186,11,,,,0,0,0,0,0
1186,12,,,,0,0,0,0,0
1186,13,,,,0,0,0,0,0
1186,14,,,,0,0,0,0,0
1186,15,,,,0,0,0,0,0
1187,11,,,,0,0,0,0,0
1187,12,,,,0,0,0,0,0
1187,13,,,,0,0,0,0,0
1187,14,,,,0,0,0,0,0
1187,15,,,,0,0,0,0,0
1188,11,,,,0,0,0,0,0
1188,12,,,,0,0,0,0,0
1188,13,,,,0,0,0,0,0
1188,14,,,,0,0,0,0,0
1188,15,,,,0,0,0,0,0
1189,11,,,,0,0,0,0,0
1189,12,,,,0,0,0,0,0
1189,13,,,,0,0,0,0,0
1189,14,,,,0,0,0,0,0
1189,15,,,,0,0,0,0,0
1190,11,,,,0,0,0,0,0
1190,12,,,,0,0,0,0,0
1190,13,,,,0,0,0,0,0
1190,14,,,,0,0,0,0,0
1190,15,,,,0,0,0,0,0
1191,11,,,,0,0,0,0,0
1191,12,,,,0,0,0,0,0
1191,13,,,,0,0,0,0,0
1191,14,,,,0,0,0,0,0
1191,15,,,,0,0,0,0,0
1192,11,,,,0,0,0,0,0
1192,12,,,,0,0,0,0,0
1192,13,,,,0,0,0,0,0
1192,14,,,,0,0,0,0,0
1192,15,,,,0,0,0,0,0
1193,11,,,,0,0,0,0,0
1193,12,,,,0,0,0,0,0
1193,13,,,,0,0,0,0,0
1193,14,,,,0,0,0,0,0
1193,15,,,,0,0,0,0,0
1194,11,,,,0,0,0,0,0
1194,12,,,,0,0,0,0,0
1194,13,,,,0,0,0,0,0
1194,14,,,,0,0,0,0,0
1194,15,,,,0,0,0,0,0
1195,11,,,,0,0,0,0,0
1195,12,,,,0,0,0,0,0
1195,13,,,,0,0,0,0,0
1195,14,,,,0,0,0,0,0
1195,15,,,,0,0,0,0,0
1196,11,,,,0,0,0,0,0
1196,12,,,,0,0,0,0,0
1196,13,,,,0,0,0,0,0
1196,14,,,,0,0,0,0,0
1196,15,,,,0,0,0,0,0
1197,11,,,,0,0,0,0,0
1197,12,,,,0,0,0,0,0
1197,13,,,,0,0,0,0,0
1197,14,,,,0,0,0,0,0
1197,15,,,,0,0,0,0,0
1198,11,,,,0,0,0,0,0
1198,12,,,,0,0,0,0,0
1198,13,,,,0,0,0,0,0
1198,14,,,,0,0,0,0,0
1198,15,,,,0,0,0,0,0
1199,11,,,,0,0,0,0,0
1199,12,,,,0,0,0,0,0
1199,13,,,,0,0,0,0,0
1199,14,,,,0,0,0,0,0
1199,15,,,,0,0,0,0,0
1200,11,,,,0,0,0,0,0
1200,12,,,,0,0,0,0,0
1200,13,,,,0,0,0,0,0
1200,14,,,,0,0,0,0,0
1200,15,,,,0,0,0,0,0
1201,11,,,,0,0,0,0,0
1201,12,,,,0,0,0,0,0
1201,13,,,,0,0,0,0,0
1201,14,,,,0,0,0,0,0
1201,15,,,,0,0,0,0,0
1202,11,,,,0,0,0,0,0
1202,12,,,,0,0,0,0,0
1202,13,,,,0,0,0,0,0
1202,14,,,,0,0,0,0,0
1202,15,,,,0,0,0,0,0
1203,11,,,,0,0,0,0,0
1203,12,,,,0,0,0,0,0
1203,13,,,,0,0,0,0,0
1203,14,,,,0,0,0,0,0
1203,15,,,,0,0,0,0,0
1204,11,,,,0,0,0,0,0
1204,12,,,,0,0,0,0,0
1204,13,,,,0,0,0,0,0
1204,14,,,,0,0,0,0,0
1204,15,,,,0,0,0,0,0
1205,11,,,,0,0,0,0,0
1205,12,,,,0,0,0,0,0
1205,13,,,,0,0,0,0,0
1205,14,,,,0,0,0,0,0
1205,15,,,,0,0,0,0,0
1206,11,,,,0,0,0,0,0
1206,12,,,,0,0,0,0,0
1206,13,,,,0,0,0,0,0
1206,14,,,,0,0,0,0,0
1206,15,,,,0,0,0,0,0
1207,11,,,,0,0,0,0,0
1207,12,,,,0,0,0,0,0
1207,13,,,,0,0,0,0,0
1207,14,,,,0,0,0,0,0
1207,15,,,,0,0,0,0,0
1208,11,,,,0,0,0,0,0
1208,12,,,,0,0,0,0,0
1208,13,,,,0,0,0,0,0
1208,14,,,,0,0,0,0,0
1208,15,,,,0,0,0,0,0
1209,11,,,,0,0,0,0,0
1209,12,,,,0,0,0,0,0
1209,13,,,,0,0,0,0,0
1209,14,,,,0,0,0,0,0
1209,15,,,,0,0,0,0,0
1210,11,,,,0,0,0,0,0
1210,12,,,,0,0,0,0,0
1210,13,,,,0,0,0,0,0
1210,14,,,,0,0,0,0,0
1210,15,,,,0,0,0,0,0
1211,11,,,,0,0,0,0,0
1211,12,,,,0,0,0,0,0
1211,13,,,,0,0,0,0,0
1211,14,,,,0,0,0,0,0
1211,15,,,,0,0,0,0,0
1212,11,,,,0,0,0,0,0
1212,12,,,,0,0,0,0,0
1212,13,,,,0,0,0,0,0
1212,14,,,,0,0,0,0,0
1212,15,,,,0,0,0,0,0
1213,11,,,,0,0,0,0,0
1213,12,,,,0,0,0,0,0
1213,13,,,,0,0,0,0,0
1213,14,,,,0,0,0,0,0
1213,15,,,,0,0,0,0,0
1214,11,,,,0,0,0,0,0
1214,12,,,,0,0,0,0,0
1214,13,,,,0,0,0,0,0
1214,14,,,,0,0,0,0,0
1214,15,,,,0,0,0,0,0
1215,11,,,,0,0,0,0,0
1215,12,,,,0,0,0,0,0
1215,13,,,,0,0,0,0,0
1215,14,,,,0,0,0,0,0
1215,15,,,,0,0,0,0,0
1216,11,,,,0,0,0,0,0
1216,12,,,,0,0,0,0,0
1216,13,,,,0,0,0,0,0
1216,14,,,,0,0,0,0,0
1216,15,,,,0,0,0,0,0
1217,11,,,,0,0,0,0,0
1217,12,,,,0,0,0,0,0
1217,13,,,,0,0,0,0,0
1217,14,,,,0,0,0,0,0
1217,15,,,,0,0,0,0,0
1218,11,,,,0,0,0,0,0
1218,12,,,,0,0,0,0,0
1218,13,,,,0,0,0,0,0
1218,14,,,,0,0,0,0,0
1218,15,,,,0,0,0,0,0
1219,11,,,,0,0,0,0,0
1219,12,,,,0,0,0,0,0
1219,13,,,,0,0,0,0,0
1219,14,,,,0,0,0,0,0
1219,15,,,,0,0,0,0,0
1220,11,,,,0,0,0,0,0
1220,12,,,,0,0,0,0,0
1220,13,,,,0,0,0,0,0
1220,14,,,,0,0,0,0,0
1220,15,,,,0,0,0,0,0
1221,11,,,,0,0,0,0,0
1221,12,,,,0,0,0,0,0
1221,13,,,,0,0,0,0,0
1221,14,,,,0,0,0,0,0
1221,15,,,,0,0,0,0,0
1222,11,,,,0,0,0,0,0
1222,12,,,,0,0,0,0,0
1222,13,,,,0,0,0,0,0
1222,14,,,,0,0,0,0,0
1222,15,,,,0,0,0,0,0
1223,11,,,,0,0,0,0,0
1223,12,,,,0,0,0,0,0
1223,13,,,,0,0,0,0,0
1223,14,,,,0,0,0,0,0
1223,15,,,,0,0,0,0,0
1224,11,,,,0,0,0,0,0
1224,12,,,,0,0,0,0,0
1224,13,,,,0,0,0,0,0
1224,14,,,,0,0,0,0,0
1224,15,,,,0,0,0,0,0
1225,11,,,,0,0,0,0,0
1225,12,,,,0,0,0,0,0
1225,13,,,,0,0,0,0,0
1225,14,,,,0,0,0,0,0
1225,15,,,,0,0,0,0,0
1226,11,,,,0,0,0,0,0
1226,12,,,,0,0,0,0,0
1226,13,,,,0,0,0,0,0
1226,14,,,,0,0,0,0,0
1226,15,,,,0,0,0,0,0
1227,11,,,,0,0,0,0,0
1227,12,,,,0,0,0,0,0
1227,13,,,,0,0,0,0,0
1227,14,,,,0,0,0,0,0
1227,15,,,,0,0,0,0,0
1228,11,,,,0,0,0,0,0
1228,12,,,,0,0,0,0,0
1228,13,,,,0,0,0,0,0
1228,14,,,,0,0,0,0,0
1228,15,,,,0,0,0,0,0
1229,11,,,,0,0,0,0,0
1229,12,,,,0,0,0,0,0
1229,13,,,,0,0,0,0,0
1229,14,,,,0,0,0,0,0
1229,15,,,,0,0,0,0,0
1230,11,,,,0,0,0,0,0
1230,12,,,,0,0,0,0,0
1230,13,,,,0,0,0,0,0
1230,14,,,,0,0,0,0,0
1230,15,,,,0,0,0,0,0
1231,11,,,,0,0,0,0,0
1231,12,,,,0,0,0,0,0
1231,13,,,,0,0,0,0,0
1231,14,,,,0,0,0,0,0
1231,15,,,,0,0,0,0,0
1232,11,,,,0,0,0,0,0
1232,12,,,,0,0,0,0,0
1232,13,,,,0,0,0,0,0
1232,14,,,,0,0,0,0,0
1232,15,,,,0,0,0,0,0
1233,11,,,,0,0,0,0,0
1233,12,,,,0,0,0,0,0
1233,13,,,,0,0,0,0,0
1233,14,,,,0,0,0,0,0
1233,15,,,,0,0,0,0,0
1234,11,,,,0,0,0,0,0
1234,12,,,,0,0,0,0,0
1234,13,,,,0,0,0,0,0
1234,14,,,,0,0,0,0,0
1234,15,,,,0,0,0,0,0
1235,11,,,,0,0,0,0,0
1235,12,,,,0,0,0,0,0
1235,13,,,,0,0,0,0,0
1235,14,,,,0,0,0,0,0
1235,15,,,,0,0,0,0,0
1236,11,,,,0,0,0,0,0
1236,12,,,,0,0,0,0,0
1236,13,,,,0,0,0,0,0
1236,14,,,,0,0,0,0,0
1236,15,,,,0,0,0,0,0
1237,11,,,,0,0,0,0,0
1237,12,,,,0,0,0,0,0
1237,13,,,,0,0,0,0,0
1237,14,,,,0,0,0,0,0
1237,15,,,,0,0,0,0,0
1238,11,,,,0,0,0,0,0
1238,12,,,,0,0,0,0,0
1238,13,,,,0,0,0,0,0
1238,14,,,,0,0,0,0,0
1238,15,,,,0,0,0,0,0
1239,11,,,,0,0,0,0,0
1239,12,,,,0,0,0,0,0
1239,13,,,,0,0,0,0,0
1239,14,,,,0,0,0,0,0
1239,15,,,,0,0,0,0,0
1240,11,,,,0,0,0,0,0
1240,12,,,,0,0,0,0,0
1240,13,,,,0,0,0,0,0
1240,14,,,,0,0,0,0,0
1240,15,,,,0,0,0,0,0
1241,11,,,,0,0,0,0,0
1241,12,,,,0,0,0,0,0
1241,13,,,,0,0,0,0,0
1241,14,,,,0,0,0,0,0
1241,15,,,,0,0,0,0,0
1242,11,,,,0,0,0,0,0
1242,12,,,,0,0,0,0,0
1242,13,,,,0,0,0,0,0
1242,14,,,,0,0,0,0,0
1242,15,,,,0,0,0,0,0
1243,11,,,,0,0,0,0,0
1243,12,,,,0,0,0,0,0
1243,13,,,,0,0,0,0,0
1243,14,,,,0,0,0,0,0
1243,15,,,,0,0,0,0,0
1244,11,,,,0,0,0,0,0
1244,12,,,,0,0,0,0,0
1244,13,,,,0,0,0,0,0
1244,14,,,,0,0,0,0,0
1244,15,,,,0,0,0,0,0
1245,11,,,,0,0,0,0,0
1245,12,,,,0,0,0,0,0
1245,13,,,,0,0,0,0,0
1245,14,,,,0,0,0,0,0
1245,15,,,,0,0,0,0,0
1246,11,,,,0,0,0,0,0
1246,12,,,,0,0,0,0,0
1246,13,,,,0,0,0,0,0
1246,14,,,,0,0,0,0,0
1246,15,,,,0,0,0,0,0
1247,11,,,,0,0,0,0,0
1247,12,,,,0,0,0,0,0
1247,13,,,,0,0,0,0,0
1247,14,,,,0,0,0,0,0
1247,15,,,,0,0,0,0,0
1248,11,,,,0,0,0,0,0
1248,12,,,,0,0,0,0,0
1248,13,,,,0,0,0,0,0
1248,14,,,,0,0,0,0,0
1248,15,,,,0,0,0,0,0
1249,11,,,,0,0,0,0,0
1249,12,,,,0,0,0,0,0
